pedon_Key,User_pedon_ID,peiid,soil_name,class_type,classification_name,pedlabsampnum,site_key,project_key,siteiid,usiteid,Primary_Lab_Report,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,lat,long
18302,91OK107009,127535,weleetka,series,"Loamy, mixed Grossarenic Ochraqualfs",91P0880,18302,2333,125791,S1991OK107009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18302&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OK107009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127535,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.3444,-96.3128",US,United States,OK,Oklahoma,OK107,Okfuskee,118B,"Arkansas Valley and Ridges, Western Part",OK107,"Okfuskee County, Oklahoma",35.344444300,-96.312774700
18303,91OK107010,127536,boley,series,"Fine-silty, mixed, nonacid Aeric Fluvaquents",91P0881,18303,2333,125792,S1991OK107010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18303&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OK107010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127536,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.345,-96.0917",US,United States,OK,Oklahoma,OK107,Okfuskee,112,Cherokee Prairies,OK107,"Okfuskee County, Oklahoma",35.345001200,-96.091667200
18305,91MT089005,127538,"bigarm, alluvial",series,"Loamy-skeletal, mixed, frigid Typic Haploxerolls",91P0883,18305,2334,125794,S1991MT089005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18305&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91MT089005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127538,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=47.5736,-115.282",US,United States,MT,Montana,MT089,Sanders,44,Northern Rocky Mountain Valleys,MT651,"Sanders and Parts of Lincoln and Flathead Counties, Montana",47.573612200,-115.281669600
18306,91MT089006,127539,elkrock,taxadjunct,"Loamy-skeletal, mixed, superactive, frigid Andic Xerochrepts",91P0884,18306,2334,125795,S1991MT089006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18306&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91MT089006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127539,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=47.5794,-115.312",US,United States,MT,Montana,MT089,Sanders,44,Northern Rocky Mountain Valleys,MT651,"Sanders and Parts of Lincoln and Flathead Counties, Montana",47.579444900,-115.312225300
18320,03MT021001-90-1,140840,lonna,series,"Fine-silty, mixed, superactive, frigid Typic Ustochrept",91P0898,18320,2338,144605,03MT021001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18320&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=03MT021001-90-1,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=140840,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=47.2153,-105.185",US,United States,MT,Montana,MT021,Dawson,58A,"Northern Rolling High Plains, Northern Part",MT021,"Dawson County, Montana",47.215302400,-105.185354900
18324,S1996OK109065,49480,renthin,series,"Fine, mixed, superactive, thermic Udertic Argiustolls",91P0902,18324,2339,49637,S1996OK109065,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18324&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1996OK109065,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=49480,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.5725,-97.4903",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma",35.572510000,-97.490330000
18326,S1991OK109003,912555,zaneis,series,"Fine-loamy, siliceous, active, thermic Udic Argiustolls",91P0904,18326,2339,125812,S1991OK109003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18326&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1991OK109003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=912555,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.7247,-97.4564",US,United States,OK,Oklahoma,OK109,Oklahoma,84A,North Cross Timbers,OK109,"Oklahoma County, Oklahoma",35.724723800,-97.456390400
18327,S1995OK109011,50008,piedmont,series,"Fine, mixed, superactive, thermic Udertic Argiustolls",91P0905,18327,2339,50167,S1995OK109011,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18327&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1995OK109011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=50008,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.7075,-97.6272",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma",35.707500500,-97.627220200
18328,91OK109005,127558,renfrow,series,"Fine, mixed, superactive, thermic Udertic Paleustolls",91P0906,18328,2339,125814,S1991OK109005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18328&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OK109005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127558,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.6947,-97.6006",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma",35.694721200,-97.600555400
18329,S1995OK109005,50002,bethany,series,"Fine, mixed, superactive, thermic Pachic Paleustolls",91P0907,18329,2339,50161,S1995OK109005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18329&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1995OK109005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=50002,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.6942,-97.6208",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma",35.694168100,-97.620834400
18346,91OR067001,127576,melby,taxadjunct,"Fine-silty, mixed, mesic Typic Dystrochrepts",91P0925,18346,2342,125832,S1991OR067001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18346&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127576,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.7625,-123.093",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon",45.762500800,-123.093330400
18347,91OR067002,127577,honeygrove,taxadjunct,"Clayey, mixed, active, mesic Andic Palehumults",91P0926,18347,2342,125833,S1991OR067002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18347&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127577,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.7028,-123.089",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon",45.702777900,-123.089164700
18348,91OR067003,127578,wapato,series,"Fine-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls",91P0927,18348,2342,125834,S1991OR067003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18348&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127578,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6106,-123.118",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon",45.610553700,-123.118057300
18349,91OR067004,127579,woodburn,series,"Fine-silty, mixed, superactive, mesic Aquultic Argixerolls",91P0928,18349,2342,125835,S1991OR067004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18349&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127579,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.5347,-123.099",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon",45.534721400,-123.098609900
18350,91OR067005,127580,aloha,taxadjunct,"Fine-silty, mixed, superactive, mesic Fragiaquic Haploxeralfs",91P0929,18350,2342,125836,S1991OR067005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18350&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127580,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6006,-123.118",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon",45.600555400,-123.117500300
18351,91OR067006,127581,aloha,taxadjunct,"Fine-silty, mixed, superactive, mesic Aquultic Haploxeralfs",91P0930,18351,2342,125837,S1991OR067006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18351&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127581,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6006,-123.118",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon",45.600555400,-123.117500300
18352,91OR067007,127582,bornstedt,taxadjunct,"Fine-silty, mixed, active, mesic Typic Palexerults",91P0931,18352,2342,125838,S1991OR067007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18352&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127582,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6381,-123.069",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon",45.638053900,-123.069442700
18353,91OR067008,127583,hemcross,taxadjunct,"Medial, mesic Typic Hapludands",91P0932,18353,2342,125839,S1991OR067008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18353&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127583,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.574,-123.352",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon",45.573967000,-123.352325400
18354,91OR067009,127584,goble,taxadjunct,"Fine-silty, mixed, mesic Typic Fragiumbrepts",91P0933,18354,2342,125840,S1991OR067009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18354&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127584,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.5267,-123.325",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon",45.526744800,-123.325378400
18383,91AK240003,127613,moosehead,series,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Aquic Eutrocryepts",91P0962,18383,2345,125869,S1991AK240003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18383&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127613,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=64.0194,-145.124",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska",64.019447300,-145.124160800
18384,91AK240004,127614,lupine,series,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Eutrocryepts",91P0963,18384,2345,125870,S1991AK240004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18384&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127614,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=64.0181,-145.14",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska",64.018058800,-145.139999400
18385,91AK240005,127615,salchaket,series,"Coarse-loamy, mixed, superactive, nonacid Typic Cryofluvents",91P0964,18385,2345,125871,S1991AK240005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18385&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127615,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=63.8433,-144.887",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska",63.843334200,-144.887496900
18386,91AK240006,127616,tetlin,series,"Coarse-silty, mixed, superactive, subgelic Typic Aquiturbels",91P0965,18386,2345,125872,S1991AK240006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18386&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127616,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=63.8297,-144.896",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska",63.829723400,-144.895828200
18387,91AK240007,127617,(unnamed),NULL,"Coarse-silty over sandy or sandy-skeletal, mixed, superactive Aquic Eutrocryept",91P0966,18387,2345,125873,S1991AK240007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18387&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127617,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=63.7689,-144.721",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska",63.768890400,-144.720550500
18413,91CO069001,127643,(unnamed),series,"Loamy-skeletal, mixed, superactive, frigid Typic Haploboroll",91P0992,18413,2348,125899,S1991CO069001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18413&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127643,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6758,-105.628",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.675834700,-105.627777100
18415,91CO069003,127645,(unnamed),series,"Loamy-skeletal, mixed, superactive Dystric Cryochrept",91P0994,18415,2348,125901,S1991CO069003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18415&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127645,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6031,-105.724",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.603054000,-105.723609900
18416,91CO069004,127646,(unnamed),series,"Loamy-skeletal, mixed, superactive Typic Cryoboralf",91P0995,18416,2348,125902,S1991CO069004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18416&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127646,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6178,-105.487",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.617778800,-105.486946100
18417,91CO069005,127647,(unnamed),series,"Loamy-skeletal, micaceous Lithic Cryochrept",91P0996,18417,2348,125903,S1991CO069005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18417&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127647,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6278,-105.48",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.627777100,-105.479721100
18418,91CO069006,127648,(unnamed),series,"Loamy-skeletal, mixed, active Alfic Cryochrept",91P0997,18418,2348,125904,S1991CO069006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18418&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127648,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6542,-105.528",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.654167200,-105.528335600
18419,91CO069007,127649,(unnamed),series,"Loamy-skeletal, micaceous Psammentic Cryoboralf",91P0998,18419,2348,125905,S1991CO069007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18419&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127649,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6556,-105.502",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.655555700,-105.501945500
18420,91CO069008,127650,(unnamed),series,"Coarse-loamy, mixed, subactive Typic Cryoboralf",91P0999,18420,2348,125906,S1991CO069008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18420&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127650,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6644,-105.562",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties",40.664444000,-105.561668400
18443,91KS161991,10892,(unnamed),NULL,"Fine, smectitic, mesic Typic Calciaquoll",91P1022,18443,2350,10914,91KS161991,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18443&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91KS161991,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=10892,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.0823,-96.5829",US,United States,KS,Kansas,KS161,Riley,76,Bluestem Hills,KS161,"Riley County, Kansas",39.082311100,-96.582866100
18444,91KS161992,10893,(unnamed),series,"Loamy-skeletal, mixed, superactive, mesic Pachic Calciustoll",91P1023,18444,2350,10915,91KS161992,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18444&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91KS161992,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=10893,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.0822,-96.5823",US,United States,KS,Kansas,KS161,Riley,76,Bluestem Hills,KS161,"Riley County, Kansas",39.082245600,-96.582313500
18445,91KS161993,10894,ivan,series,"Fine-loamy, mixed, mesic Cumulic Hapludolls",91P1024,18445,2350,10916,91KS161993,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18445&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91KS161993,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=10894,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.087,-96.5845",US,United States,KS,Kansas,KS161,Riley,76,Bluestem Hills,KS161,"Riley County, Kansas",39.086976400,-96.584470600
18453,90TX607005,51197,newood,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",91P1032,18453,2351,51338,90TX607005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18453&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=90TX607005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=51197,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=29.8594,-100.404",US,United States,TX,Texas,TX137,Edwards,81B,"Edwards Plateau, Central Part",WI069,"Lincoln County, Wisconsin",29.859443700,-100.403892500
