pedon_Key,User_pedon_ID,peiid,Primary_Lab_Report,pedlabsampnum,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name
18302,91OK107009,127535,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18302&r=1&submit1=Get+Report,91P0880,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OK107009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127535,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.3444,-96.3128",US,United States,OK,Oklahoma,OK107,Okfuskee,118B,"Arkansas Valley and Ridges, Western Part",OK107,"Okfuskee County, Oklahoma"
18303,91OK107010,127536,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18303&r=1&submit1=Get+Report,91P0881,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OK107010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127536,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.345,-96.0917",US,United States,OK,Oklahoma,OK107,Okfuskee,112,Cherokee Prairies,OK107,"Okfuskee County, Oklahoma"
18305,91MT089005,127538,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18305&r=1&submit1=Get+Report,91P0883,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91MT089005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127538,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=47.5736,-115.282",US,United States,MT,Montana,MT089,Sanders,44,Northern Rocky Mountain Valleys,MT651,"Sanders and Parts of Lincoln and Flathead Counties, Montana"
18306,91MT089006,127539,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18306&r=1&submit1=Get+Report,91P0884,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91MT089006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127539,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=47.5794,-115.312",US,United States,MT,Montana,MT089,Sanders,44,Northern Rocky Mountain Valleys,MT651,"Sanders and Parts of Lincoln and Flathead Counties, Montana"
18320,03MT021001-90-1,140840,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18320&r=1&submit1=Get+Report,91P0898,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=03MT021001-90-1,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=140840,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=47.2153,-105.185",US,United States,MT,Montana,MT021,Dawson,58A,"Northern Rolling High Plains, Northern Part",MT021,"Dawson County, Montana"
18324,S1996OK109065,49480,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18324&r=1&submit1=Get+Report,91P0902,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1996OK109065,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=49480,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.5725,-97.4903",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma"
18326,S1991OK109003,912555,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18326&r=1&submit1=Get+Report,91P0904,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1991OK109003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=912555,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.7247,-97.4564",US,United States,OK,Oklahoma,OK109,Oklahoma,84A,North Cross Timbers,OK109,"Oklahoma County, Oklahoma"
18327,S1995OK109011,50008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18327&r=1&submit1=Get+Report,91P0905,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1995OK109011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=50008,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.7075,-97.6272",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma"
18328,91OK109005,127558,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18328&r=1&submit1=Get+Report,91P0906,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OK109005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127558,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.6947,-97.6006",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma"
18329,S1995OK109005,50002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18329&r=1&submit1=Get+Report,91P0907,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1995OK109005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=50002,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.6942,-97.6208",US,United States,OK,Oklahoma,OK109,Oklahoma,80A,Central Rolling Red Prairies,OK109,"Oklahoma County, Oklahoma"
18346,91OR067001,127576,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18346&r=1&submit1=Get+Report,91P0925,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127576,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.7625,-123.093",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon"
18347,91OR067002,127577,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18347&r=1&submit1=Get+Report,91P0926,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127577,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.7028,-123.089",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon"
18348,91OR067003,127578,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18348&r=1&submit1=Get+Report,91P0927,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127578,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6106,-123.118",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon"
18349,91OR067004,127579,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18349&r=1&submit1=Get+Report,91P0928,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127579,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.5347,-123.099",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon"
18350,91OR067005,127580,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18350&r=1&submit1=Get+Report,91P0929,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127580,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6006,-123.118",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon"
18351,91OR067006,127581,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18351&r=1&submit1=Get+Report,91P0930,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127581,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6006,-123.118",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon"
18352,91OR067007,127582,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18352&r=1&submit1=Get+Report,91P0931,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127582,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.6381,-123.069",US,United States,OR,Oregon,OR067,Washington,2,Willamette and Puget Sound Valleys,OR067,"Washington County, Oregon"
18353,91OR067008,127583,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18353&r=1&submit1=Get+Report,91P0932,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127583,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.574,-123.352",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon"
18354,91OR067009,127584,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18354&r=1&submit1=Get+Report,91P0933,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91OR067009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127584,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.5267,-123.325",US,United States,OR,Oregon,OR067,Washington,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR067,"Washington County, Oregon"
18383,91AK240003,127613,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18383&r=1&submit1=Get+Report,91P0962,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127613,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=64.0194,-145.124",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska"
18384,91AK240004,127614,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18384&r=1&submit1=Get+Report,91P0963,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127614,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=64.0181,-145.14",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska"
18385,91AK240005,127615,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18385&r=1&submit1=Get+Report,91P0964,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127615,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=63.8433,-144.887",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska"
18386,91AK240006,127616,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18386&r=1&submit1=Get+Report,91P0965,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127616,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=63.8297,-144.896",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska"
18387,91AK240007,127617,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18387&r=1&submit1=Get+Report,91P0966,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91AK240007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127617,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=63.7689,-144.721",US,United States,AK,Alaska,AK240,Southeast Fairbanks Census Area,174,Interior Alaska Lowlands,AK615,"Gerstle River Area, Alaska"
18413,91CO069001,127643,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18413&r=1&submit1=Get+Report,91P0992,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127643,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6758,-105.628",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18415,91CO069003,127645,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18415&r=1&submit1=Get+Report,91P0994,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127645,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6031,-105.724",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18416,91CO069004,127646,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18416&r=1&submit1=Get+Report,91P0995,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127646,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6178,-105.487",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18417,91CO069005,127647,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18417&r=1&submit1=Get+Report,91P0996,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127647,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6278,-105.48",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18418,91CO069006,127648,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18418&r=1&submit1=Get+Report,91P0997,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127648,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6542,-105.528",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18419,91CO069007,127649,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18419&r=1&submit1=Get+Report,91P0998,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127649,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6556,-105.502",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18420,91CO069008,127650,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18420&r=1&submit1=Get+Report,91P0999,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO069008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127650,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.6644,-105.562",US,United States,CO,Colorado,CO069,Larimer,48A,Southern Rocky Mountains,CO645,"Arapaho-Roosevelt National Forest Area, Colorado, Parts of Boulder, Clear Creek, Gilpin, Grand, Park and Larimer Counties"
18443,91KS161991,10892,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18443&r=1&submit1=Get+Report,91P1022,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91KS161991,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=10892,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.0823,-96.5829",US,United States,KS,Kansas,KS161,Riley,76,Bluestem Hills,KS161,"Riley County, Kansas"
18444,91KS161992,10893,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18444&r=1&submit1=Get+Report,91P1023,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91KS161992,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=10893,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.0822,-96.5823",US,United States,KS,Kansas,KS161,Riley,76,Bluestem Hills,KS161,"Riley County, Kansas"
18445,91KS161993,10894,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18445&r=1&submit1=Get+Report,91P1024,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91KS161993,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=10894,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.087,-96.5845",US,United States,KS,Kansas,KS161,Riley,76,Bluestem Hills,KS161,"Riley County, Kansas"
18453,90TX607005,51197,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18453&r=1&submit1=Get+Report,91P1032,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=90TX607005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=51197,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=29.8594,-100.404",US,United States,TX,Texas,TX137,Edwards,81B,"Edwards Plateau, Central Part",WI069,"Lincoln County, Wisconsin"
18454,91WI069281,127684,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18454&r=1&submit1=Get+Report,91P1033,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91WI069281,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127684,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.2358,-89.84",US,United States,WI,Wisconsin,WI069,Lincoln,90,Central Wisconsin and Minnesota Thin Loess and Till,WI069,"Lincoln County, Wisconsin"
18455,91WI069282,127685,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18455&r=1&submit1=Get+Report,91P1034,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91WI069282,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127685,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.2964,-89.8581",US,United States,WI,Wisconsin,WI069,Lincoln,90,Central Wisconsin and Minnesota Thin Loess and Till,WI069,"Lincoln County, Wisconsin"
18456,91WI069283,127686,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18456&r=1&submit1=Get+Report,91P1035,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91WI069283,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127686,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.3253,-89.8164",US,United States,WI,Wisconsin,WI069,Lincoln,90,Central Wisconsin and Minnesota Thin Loess and Till,WI069,"Lincoln County, Wisconsin"
18457,1991WI069284,918075,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18457&r=1&submit1=Get+Report,91P1036,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1991WI069284,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=918075,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.5544,-89.8594",US,United States,WI,Wisconsin,WI069,Lincoln,93,Superior Stony and Rocky Loamy Plains and Hills,WI069,"Lincoln County, Wisconsin"
18458,91WI069285,127688,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18458&r=1&submit1=Get+Report,91P1037,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91WI069285,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127688,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.5525,-89.86",US,United States,WI,Wisconsin,WI069,Lincoln,93,Superior Stony and Rocky Loamy Plains and Hills,WI069,"Lincoln County, Wisconsin"
18459,91CO097001,127689,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18459&r=1&submit1=Get+Report,91P1038,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO097001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127689,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.1811,-106.76",US,United States,CO,Colorado,CO097,Pitkin,48A,Southern Rocky Mountains,CO654,"Holy Cross Area, Colorado, Parts of Eagle, Garfield, Mesa, Pitkin, and Summit Counties"
18460,91CO037001,127690,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18460&r=1&submit1=Get+Report,91P1039,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO037001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127690,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.7653,-106.617",US,United States,CO,Colorado,CO037,Eagle,48A,Southern Rocky Mountains,CO654,"Holy Cross Area, Colorado, Parts of Eagle, Garfield, Mesa, Pitkin, and Summit Counties"
18461,91CO037002,127691,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=18461&r=1&submit1=Get+Report,91P1040,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=91CO037002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=127691,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=39.5414,-106.84",US,United States,CO,Colorado,CO037,Eagle,48A,Southern Rocky Mountains,CO654,"Holy Cross Area, Colorado, Parts of Eagle, Garfield, Mesa, Pitkin, and Summit Counties"
